UserID,Age(bin),YearsExp(bin),Trans_Domain,Trans_Gender,Trans_University,Trans_UOC_Position,Trans_PhD,Trans_Other_Position,Trans_Use_wiki,Easy for stu to develop new skills,Improves stu's learning,Useful for teaching 2,user friendly,easy to find info,easy to add or edit info,stimulates curiosity,entertaining,reliable,Info updated,comprehensice,lower quality 2,trust in editing system,improves visibility of stu's work,easy to have records,cite wiki,well considered among colleagues,sharing open edu resource is appreciated,colleagues use wiki,important to share in open platform,important to publish other than book,important to be familiar with open platform,use wiki to develop teaching material,use wiki develop edu activities with stu,recommend stu to use wiki,recommend colleague,agree stu use wiki,contribute to blogs,actively participate in social networks 2,publish academic content in open platform 2,promotes use of open collavorative environment,consider as teaching merits,future recommend to stu and colleague,future will use in teaching,Inc1-best parctices guide,Inc2-instruction form a colleague,Inc3-specific training 2,Inc4-greater institutional recognition 2,Exp1-consult academic in own area,Exp2-consult other academic issues 2,Exp3-consult personal issues,Exp4-contribute to wiki 2,Exp5-use wiki to work with stu 2
U257,50~60,,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,Mid,High,High,High,Mid,Mid,Low,N/A,Mid,High,High,High,High,N/A,N/A,High,High,High,High,N/A,High,High,High,High,High,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High,High,N/A,Mid
U258,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,Yes,High,Mid,High,High,High,Mid,High,High,High,High,High,High,High,High,High,Low,Mid,Mid,Mid,High,High,High,Low,Low,High,High,High,Low,High,High,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,High,High,Low,High
U259,30~40,0~10,Law & Politics,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,Mid,High,High,High,High,High,High,High,High,Mid,Low,High,N/A,Low,Mid,High,High,High,High,High,Low,Low,Mid,Mid,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,N/A,Mid,High
U260,30~40,0~10,Sciences,Male,UOC,Adjunct,Non-PhD,Professor,No,High,High,High,High,Mid,Mid,High,High,High,High,Mid,High,High,Mid,Mid,Low,Mid,Mid,N/A,High,High,High,High,High,Mid,Mid,High,Low,Low,Low,High,Low,Low,High,Low,Mid,High,Low,Mid,High,High,Low,Low
U261,30~40,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,High,High,High,High,High,High,Mid,High,Low,High,Mid,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,High,Mid,High,Low,Mid,High,High,High,High,Mid,High,High,Mid,Low,Mid,High,High,Low,Mid
U262,40~50,20~30,Law & Politics,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,Mid,Mid,Mid,Low,Mid,Low,Low,Low,High,Low,Low,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,High,Mid,Mid,High,Low,Low,Low,Low,High
U263,40~50,0~10,Health Sciences,Male,UOC,Adjunct,PhD,Associate,No,High,High,High,High,High,Mid,High,High,High,High,High,Low,High,High,Mid,Low,Low,High,High,High,Low,High,Mid,Mid,High,Low,High,Low,Mid,Low,High,Mid,High,High,High,High,High,High,High,High,High,Low,High
U264,40~50,10~20,Health Sciences,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,High,High,High,Mid,High,High,Mid,Mid,Mid,Mid,Low,Mid,Low,Low,Mid,High,Mid,High,High,High,Low,Low,High,High,High,Low,Low,Low,High,High,Mid,Mid,High,High,Mid,High,High,High,High,Low,Mid
U265,40~50,10~20,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Professor,No,Mid,High,Mid,High,High,High,High,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Low,Mid,High,Mid,High,High,High,Mid,Mid,High,Mid,High,Low,High,Low,Mid,Low,High,High,High,High,Mid,High,High,High,Low,Low,Mid
U266,30~40,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Mid,Low,High,Low,Low,Mid,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Mid,High,Low,High,High,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low
U267,40~50,20~30,Unknown,Male,UOC,Adjunct,PhD,Professor,Yes,Mid,Low,High,High,High,Low,Mid,Mid,High,High,High,Mid,High,Low,Mid,Mid,Mid,High,Mid,High,Mid,High,High,Mid,High,High,High,Low,Low,Low,High,Mid,High,High,Mid,Mid,Mid,Mid,High,Mid,Low,Low,Mid
U268,50~60,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,High,High,High,Mid,High,High,Mid,High,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,High,High,High,High,Mid,High,High,High,Mid,High,Mid,High,High,High,High,High,Mid,Mid,Mid,High,High,N/A,Mid,Mid
U269,40~50,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,High,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Mid,High,Low,Low,Low,Mid,Low,Mid,Mid,Low,High,Mid,Mid,High,High,High,Low,Low
U270,30~40,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Low,Mid,High,Mid,Mid,High,Mid,Mid,Mid,Mid,Low,High,Mid,High,High,High,High,Low,Mid,Low,Low,High,Mid,High,Low,High,High,Low,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Low,Mid
U271,50~60,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,No,High,High,High,High,Low,High,Mid,Mid,High,High,Low,High,Mid,Mid,Mid,Mid,Low,High,High,High,High,High,Low,Low,High,High,High,Low,Mid,High,High,High,High,High,High,High,High,High,High,High,High,Low,Mid
U272,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,Yes,High,High,High,High,High,High,High,High,High,High,Mid,Mid,High,High,High,Mid,Low,Low,Mid,High,High,High,Mid,Mid,High,High,High,High,High,High,High,Low,High,High,High,Mid,Mid,High,High,High,High,Mid,Mid
U273,40~50,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,Low,High,High,Low,Low,Mid,Mid,Low,Mid,Mid,Low,Low,High,High,High,High,High,Mid,Mid,Mid,Low,High,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Mid,High,High,Low,Low
U274,40~50,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Low,High,High,Mid,High,High,Mid,Mid,Mid,High,Low,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,High,Low,Low,Low,Low,High,Mid,High,Mid,High,High,Mid,Mid,High,High,High,High,Low,Mid,Mid,Low,Low
U275,40~50,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,Mid,High,Mid,High,High,High,Mid,Mid,Mid,Mid,High,Low,Mid,Mid,High,Low,Mid,Mid,Low,High,High,Mid,Low,Low,Low,High,Mid,High,High,Mid,Mid,Mid,Mid,Low,Mid,Low,Low,Low
U276,40~50,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,Mid,High,High,N/A,Mid,Mid,Mid,Mid,Mid,High,Low,N/A,N/A,Low,Low,N/A,N/A,High,High,High,Low,Low,High,High,High,Mid,Low,Low,High,High,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,Low,Mid
U277,40~50,0~10,Law & Politics,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,High,Low,Low,Mid,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
U278,30~40,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,Mid,High,High,High,High,Mid,Low,Mid,Low,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Mid,Mid,High,Low,Low,Low,High,Low,Mid,Mid,High,High,Mid,High,Low,High,Mid,Low,High
U279,30~40,0~10,Unknown,Male,UOC,Adjunct,PhD,Associate,Yes,Mid,Low,Mid,Mid,High,High,High,High,Mid,Mid,High,High,Mid,High,High,Mid,High,Mid,Low,High,High,High,Low,High,Mid,Mid,Low,High,High,High,High,High,High,High,High,Mid,High,High,Mid,Low,High,Low,High
U280,40~50,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,Yes,Mid,Mid,High,Mid,Mid,Mid,High,High,Low,Mid,Low,High,Low,Mid,Mid,Low,Low,Mid,Mid,High,High,High,Mid,Low,High,Mid,N/A,Low,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,High,Low,Mid
U281,40~50,0~10,Sciences,Male,UOC,Adjunct,PhD,Professor,No,Low,High,Mid,High,High,Low,Mid,High,Mid,High,Mid,Low,High,High,Low,Mid,High,Mid,Low,High,High,High,High,High,High,High,High,Low,High,High,High,Mid,High,High,High,Mid,Low,High,High,Mid,Mid,Low,High
U282,30~40,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,Yes,High,High,High,Mid,High,High,High,High,High,High,High,High,Mid,High,Mid,Low,Mid,High,Low,High,High,High,High,High,High,High,High,High,High,High,Mid,Low,High,High,High,Low,Mid,High,High,High,High,High,Low
U283,30~40,0~10,Unknown,Male,UOC,Adjunct,PhD,Associate,Yes,Low,Low,Low,High,High,High,High,High,Low,Mid,Mid,High,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,Mid,Mid,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Mid,Low
U284,30~40,10~20,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
U285,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,High,High,Mid,High,Mid,Mid,Mid,High,High,Mid,Low,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Low,Mid,Low,Low,Low,High,High,Low,Low
U286,50~60,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Mid,High,High,Mid,High,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Mid,Low,High,Low,High,High,Low,Low,High,Mid,High,High,Low,Low,Mid,Low,Low
U287,40~50,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,High,High,Mid,High,High,N/A,High,High,High,Mid,Mid,High,Mid,Mid,N/A,Low,Mid,High,Mid,High,Mid,High,Low,Low,High,Mid,High,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Low,Low,Mid,Mid,High,Low,Low
U288,40~50,10~20,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,No,Low,Mid,Mid,High,High,Low,High,Mid,High,High,Mid,Low,High,Mid,Mid,Low,Low,High,Low,High,High,High,Low,Low,Mid,Low,Mid,Low,Low,Low,High,Mid,Low,Low,High,Mid,Mid,High,High,Mid,High,Low,Low
U289,40~50,20~30,Sciences,Male,UOC,Adjunct,PhD,Professor,No,Mid,High,High,High,High,Mid,High,High,High,High,High,Low,High,Low,Mid,Low,High,High,High,High,High,High,Low,Low,Mid,High,High,Low,Low,Low,High,High,High,High,Low,High,High,Mid,High,Mid,Mid,Low,Low
U290,40~50,20~30,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Low,Mid,Low,High,Mid,Mid,Low,Low,Mid,Mid,Mid,Low,Low,Mid,Low,Low,Low,Mid,High,High,Mid,High,Low,High,Mid,Low,Low
U291,50~60,10~20,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Professor,No,High,Mid,High,High,High,High,High,High,Mid,High,Mid,Mid,High,Mid,Mid,Low,Low,Mid,High,High,High,High,Mid,Mid,Mid,High,High,Low,Low,Low,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Low,High
U292,50~60,10~20,Law & Politics,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Low,Low,Low,Mid,Mid,Mid,N/A,Low,Low,Low,Low,Low,Low,High,Low,N/A,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Mid,Mid,High,High,Low,Low,Low,Low,Low
U293,30~40,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,High,High,High,High,High,High,High,Low,Low,Low,Low,High,High,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Low,High,High,High,High,High,High,Mid,High,Low,High,High,High,Low,High,High,Low,Low
U294,30~40,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,Yes,High,High,High,High,High,High,High,High,High,Mid,Low,High,High,Mid,N/A,High,Low,High,Mid,High,High,High,High,Low,High,High,High,Low,Low,Low,Mid,Mid,High,High,High,High,High,High,High,High,High,High,Low
U295,40~50,20~30,Unknown,Male,UOC,Adjunct,PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,High,Mid,High,High,Mid,High,Mid,Mid,Mid,High,High,High,Mid,Mid,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Mid,High
U296,30~40,0~10,Unknown,Male,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,Mid,Mid,Mid,High,High,Low,Low,Mid,Low,Low,Low,Low,High,Mid,High,High,High,Low,Low,High,Low,High,Mid,Mid,Low,High,Mid,High,High,High,High,Mid,Mid,Mid,Mid,Low,Low,Low
U297,30~40,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,Low,Mid,Mid,Low,Low,High,Mid,Mid,High,Mid,Mid,Low,Low,Mid,Low,Mid,Low,Low,Low,High,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low
U298,40~50,0~10,Law & Politics,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,Mid,High,N/A,Low,High,Mid,Mid,Mid,Low,High,Low,Mid,Low,Low,Low,Mid,Mid,Mid,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Mid,Mid,High,High,Mid,Mid,Mid,Mid,High,Low,Low
U299,40~50,20~30,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,High,Low,Mid,Mid,Mid,Low,High,Low,Low,Mid,Low,Low,Low,Low,Mid,Low,High,Low,Low,Low,Low,Low,Mid,Mid,Low,Mid,High,Low,Low,High,Low,Low,Low,Low,Mid,Mid,Low,Low
U300,30~40,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,High,High,High,High,High,High,Mid,High,High,High,Low,Mid,Low,Low,High,High,High,Low,Low,Low,Low,High,Low,Low,High,Low,Low,Mid,Mid,N/A,N/A,N/A,N/A,Low,High,High,Low,Low
U301,30~40,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,N/A,High,High,High,High,Mid,Mid,Mid,Mid,N/A,N/A,Mid,High,Mid,High,High,N/A,N/A,N/A,N/A,N/A,Mid,N/A,N/A,N/A,High,High,N/A,N/A,N/A,N/A,N/A,N/A,High,N/A,High,N/A,N/A
U302,30~40,0~10,Law & Politics,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,Mid,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,Mid,Mid,Mid,High,High,High,High,Low,Low,Low,Low,Low
U303,40~50,10~20,Law & Politics,Male,UOC,Adjunct,Non-PhD,Professor,No,Low,Mid,Low,Mid,Low,High,High,Mid,Low,High,High,High,High,High,Mid,Low,Low,Low,Low,High,High,Mid,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,High,High,Mid,Mid,Low,Low,Mid,Low,Low
U304,30~40,0~10,Law & Politics,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,Mid,Low,High,High,High,High,High,Low,High,High,High,Low,Mid,Mid,Low,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,Mid,High,Mid,High,High,High,High,Mid,Mid,Mid,Low,Low
U305,30~40,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,Low,Mid,Mid,High,High,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Mid,Low,High,Mid,Mid,Mid,High,High,High,High,High,High,High,Low,Mid
U306,30~40,10~20,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,Mid,Mid,High,Mid,N/A,High,High,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Mid,High,High,High,High,Mid,High,N/A,Mid,Low
U307,30~40,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Mid,High,High,High,Low,Mid,Mid,Low,Mid,Mid,Mid,High,Mid,Low,High,High,High,High,High,High,Mid,Low,Mid,Mid,High,Low,High,High,Mid,Mid,Mid,High,N/A,Low,Low,Low,Mid,High,Low,Low,High
U308,40~50,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,No,Mid,High,High,High,High,Mid,High,Mid,Low,Mid,Low,Mid,Low,Mid,Mid,Low,Mid,Mid,Mid,High,High,High,Low,Low,Mid,Mid,High,Low,Low,Low,Mid,Low,Low,Mid,High,Low,High,Mid,Mid,High,High,Low,Low
U309,40~50,10~20,Law & Politics,Male,UOC,Adjunct,PhD,Professor,No,High,Mid,Mid,Mid,High,High,High,High,Mid,Mid,Mid,High,High,Mid,High,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Low,High,Low,Mid,High,Low,Low
U310,60~70,more than 30,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Low,Mid,Mid,High,High,Low,Mid,Mid,Mid,Mid,Low,Mid,Mid,Low,Low,Low,Low,High,Mid,High,N/A,High,Low,Low,Mid,Low,Mid,Low,Mid,High,High,High,Mid,Mid,Mid,High,Mid,High,Mid,Mid,Mid,Low,Low
U311,30~40,,Law & Politics,Male,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,N/A,High,High,High,High,High,High,High,High,High,Low,Mid,Low,High,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,High,Low,Low,Mid,Low,High,High,Mid,High,High,N/A,Low
U312,50~60,0~10,Arts & Humanities,Male,UOC,Adjunct,PhD,Associate,No,Mid,High,High,High,High,High,High,High,Mid,Mid,Low,Low,Mid,Mid,Mid,Low,Low,Low,High,Mid,High,High,Low,Low,Mid,Low,High,Low,Low,Low,High,High,Mid,Mid,High,High,High,High,High,High,High,Low,Low
U313,30~40,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,High,High,Mid,High,High,High,High,High,Low,High,Mid,High,High,Low,Low,Mid,High,High,High,Mid,Low,High,High,High,High,High,High,Mid,Low,High,High,Mid,Mid,High,Low,High,High,High,Low,Low
U314,40~50,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,High,Low,Mid,High,High,High,Mid,High,High,High,High,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,Mid,High,High,Low,High
U315,40~50,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,High,High,High,Mid,High,High,High,High,High,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,Low,Low,Mid,Low,Mid,Low,Mid,Low,High,Low,Mid,Mid,High,High,High,High,High,High,High,Low,Mid
U316,40~50,10~20,Law & Politics,Male,UOC,Adjunct,PhD,Professor,No,High,Mid,Mid,High,High,Mid,High,High,Mid,Mid,Mid,High,Low,Low,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Low,High,Low,Low
U317,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,Mid,High,High,Mid,High,Mid,High,High,Mid,High,High,Mid,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Low,Low,High,High,High,High,Low,Low,High,Low,Low
U318,40~50,,Law & Politics,Male,UOC,Adjunct,Non-PhD,Professor,No,Low,Low,Low,Mid,Mid,Mid,Mid,N/A,Low,Mid,Low,High,Mid,Low,Low,Low,Low,High,Low,Mid,High,High,Low,Low,Low,Low,Low,High,High,Mid,Mid,High,Low,Low,High,High,High,Mid,Low,Low,High,N/A,Low
U319,40~50,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Professor,No,Mid,Low,Low,High,High,N/A,High,High,Low,Mid,Mid,High,Low,Low,Low,Low,N/A,High,N/A,Mid,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,High,High,Low,High
U320,40~50,10~20,Arts & Humanities,Male,UOC,Adjunct,PhD,Professor,No,High,Mid,Mid,High,High,High,High,High,Low,Mid,Mid,Mid,Low,High,Mid,Low,Low,Mid,High,High,High,High,Low,Low,Low,Low,Mid,Low,Mid,Low,High,Mid,Mid,Mid,High,High,Mid,Low,High,High,High,Low,Low
U321,30~40,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,High,High,High,N/A,Mid,High,Mid,Mid,Mid,High,High,High,High,High,High,High,Low,High,High,High,High,Mid,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High
U322,30~40,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,N/A,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,High
U323,30~40,10~20,Arts & Humanities,Male,UOC,Adjunct,PhD,Professor,No,Low,Mid,Low,Low,Mid,High,High,High,Low,Mid,High,High,Mid,High,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Mid,Low,Low,Low,Mid,High,Low,Low,Mid,Mid,Mid,Mid,Mid,Low,High,Mid,Low
U324,60~70,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Mid,Mid,Mid,High,Mid,High,Mid,Mid,Mid,Mid,Mid
U325,30~40,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Mid,High,High,High,High,High,Mid,High,High,Mid,High,Mid,High,High,Mid,Low,Mid,High,High,High,Mid,Low,Mid,Mid,High,High,Mid,High,Mid,Mid,Mid,High,High,Mid,High,Mid,High,High,Mid,Low,High
U326,20~30,0~10,Unknown,Male,UOC,Adjunct,PhD,Associate,No,High,Mid,High,High,High,High,High,High,High,High,Mid,Mid,Low,Mid,Mid,Low,Low,Low,High,High,High,High,Low,Low,Mid,High,High,High,High,High,High,High,Mid,Mid,High,High,High,High,High,High,High,High,High
U327,30~40,0~10,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,Yes,High,High,High,High,High,High,High,High,Mid,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Mid,Mid,High,High,Mid,High,High,Mid,High,High,Mid,High,High
U328,50~60,20~30,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Low,High,Mid,N/A,High,High,High,Mid,Low,Mid,High,N/A,N/A,Mid,Mid,Mid,Mid,High,High,High,Low,Low,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,High,High,Mid,High,Mid,High,Mid,Low,High
U329,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,No,Low,Mid,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,High,High,Mid,High,Low,Mid,Low,High,High,High,High,Mid,Mid,Mid,Low,Low
U330,40~50,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,Mid,N/A,Low,Low,High,High,Mid,High,Mid,Low,N/A,Low,Low,Low,Low,High,Mid,High,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,N/A,N/A,N/A,N/A,Low,Low,Low,Low,Low
U331,40~50,0~10,Health Sciences,Male,UOC,Adjunct,Non-PhD,Professor,Yes,Mid,High,Mid,High,High,Mid,High,High,High,High,High,Mid,Mid,High,Low,Low,High,High,High,High,Mid,High,Low,High,High,High,High,Low,Low,Low,High,High,Mid,Mid,High,Low,High,Mid,Low,Mid,Mid,Low,Mid
U332,40~50,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,High,High,High,Mid,High,Low,Mid,Mid,Mid,Mid,High,High,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Mid,High,High,High,High,Low,Low,High,Mid,Mid,High,Low,Low,Mid,Low,High
U333,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,Yes,High,Mid,High,High,High,High,High,High,Mid,High,High,Low,Mid,Mid,Mid,High,Mid,High,Mid,High,High,High,Mid,Low,High,High,Mid,Low,Low,Low,High,High,Mid,Mid,High,Low,Low,Mid,Mid,High,High,Low,Mid
U334,30~40,10~20,Engineering & Architecture,Male,UOC,Adjunct,PhD,Associate,No,High,High,Mid,High,High,High,High,High,Mid,Mid,Mid,High,High,High,High,Low,High,High,High,High,High,High,Low,Low,Low,Low,High,Low,Mid,Low,Mid,Low,Low,Low,High,Mid,Mid,High,High,High,High,Low,Low
U335,40~50,0~10,Sciences,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,Mid,High,High,High,High,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low,Mid,High,Mid,Low,Low,Mid,Low,Low,Mid,Low,Low,Low,Low,Low
U336,40~50,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,High,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,High,Mid,Low,High,Low,High,High,Mid,Mid
